Team,Opponent,Rank,Site,TV,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,conference_game,isRanked,Win,Team_Score,Opp_Score,OT,Special,GD,DateTime,Year,State,Region,OppisRanked
Nebraska,Missouri,1,"Memorial StadiumLincoln, Nebraska ",1,77744,3,0,73918,1.051760058,0,1,0.0,0.0,0.0,86,62,99,Big-12,0,1,1,42,24,0,1,0,2000-09-30 18:00:00,2000,NE,W,0
Ole Miss,Kentucky,99,"VaughtHemingway StadiumOxford, Mississippi",,51448,2,1,50577,1.017221267,0,1,0.0,0.0,0.0,80,53,99,SEC,0,0,1,35,17,0,0,0,2000-09-30 18:00:00,2000,MS,S,0
New Mexico,Wyoming,99,"University StadiumAlbuquerque, NM",1,25089,2,3,31218,0.8036709590000001,0,0,0.01,0.0,0.0,86,56,99,MWC,0,0,1,45,10,0,0,0,2000-09-30 18:00:00,2000,NM,W,0
Baylor,Iowa State,99,"Floyd Casey StadiumWaco, Texas",,31126,2,1,50000,0.62252,0,0,0.0,0.0,0.0,87,50,99,Big-12,0,0,0,17,31,0,0,0,2000-09-30 18:00:00,2000,TX,S,0
Toledo,Central Michigan,99,"Glass BowlToledo, OH",,20913,3,1,26248,0.7967464190000001,0,0,0.0,0.0,0.0,73,38,99,Mid-American,0,0,1,41,0,0,0,0,2000-09-30 19:00:00,2000,OH,M,0
Marshall,Buffalo,99,"Marshall University StadiumHuntington, WV",,29089,1,2,38019,0.7651174409999999,0,0,0.0,0.0,0.0,71,39,99,Mid-American,0,0,1,47,14,0,0,0,2000-09-30 19:00:00,2000,WV,S,0
UTEP,New Mexico State,99,"Sun Bowl StadiumEl Paso, Texas ",,50068,2,2,51500,0.972194175,1,0,0.0,0.0,0.0,90,57,99,WAC,1,0,1,41,31,0,1,0,2000-09-30 19:05:00,2000,TX,S,0
UCLA,Arizona State,15,"Rose BowlPasadena, CA",1,68113,3,1,92542,0.736022563,0,0,0.0,0.0,0.0,77,62,99,Pac-12,0,1,1,38,31,0,0,0,2000-09-30 19:15:00,2000,CA,W,0
Syracuse,BYU,99,"Carrier DomeSyracuse, NY",1,43090,1,2,49550,0.86962664,0,0,0.0,0.0,0.0,70,38,99,Big East,1,0,1,42,14,0,0,0,2000-09-30 20:00:00,2000,NY,N,0
Marshall,Western Michigan,99,"Marshall University StadiumHuntington, WV",1,27109,2,2,38019,0.713038218,0,0,0.0,0.0,0.0,78,50,99,Mid-American,0,0,0,10,30,0,0,0,2000-10-05 20:00:00,2000,WV,S,0
BYU,Utah State,99,"Cougar StadiumProvo, Utah ",1,63318,2,4,65000,0.974123077,0,0,0.0,0.0,0.0,73,38,99,MWC,1,0,1,38,14,0,1,0,2000-10-06 19:00:00,2000,UT,W,0
Northwestern,Indiana,22,"Ryan FieldEvanston, IL",1,30201,4,1,47130,0.640802037,0,0,0.0,0.0,0.0,48,25,99,Big-10,0,1,1,52,33,0,0,0,2000-10-07 11:00:00,2000,IL,M,0
Virginia,Maryland,99,"Scott StadiumCharlottesville, VA ",1,53655,3,2,61500,0.8724390240000001,0,0,0.0,0.0,0.0,83,49,99,ACC,0,0,1,31,23,0,1,0,2000-10-07 12:00:00,2000,VA,S,0
Boston College,Connecticut,99,"Alumni StadiumChestnut Hill, MA",1,35383,2,2,44500,0.7951235959999999,0,0,0.04,0.0,0.0,56,44,99,ACC,1,0,1,55,3,0,0,0,2000-10-07 12:00:00,2000,MA,N,0
USC,Arizona,18,"Los Angeles Memorial ColiseumLos Angeles, CA",1,49342,3,1,92000,0.5363260870000001,0,1,0.0,0.0,0.0,71,63,99,ACC,0,1,0,15,31,0,0,0,2000-10-07 12:30:00,2000,CA,W,0
Missouri,Oklahoma State,99,"Faurot FieldColumbia, MO",,51149,1,3,68174,0.750271364,0,0,0.0,0.0,0.0,45,28,99,Big-12,0,0,1,24,10,0,0,0,2000-10-07 13:00:00,2000,MO,M,0
Texas A&M,Colorado,99,"Kyle FieldCollege Station, TX",,75523,3,1,80650,0.9364290140000001,0,1,0.3,0.0,0.0,61,51,99,Big-12,0,0,0,19,26,0,0,0,2000-10-07 13:00:00,2000,TX,S,0
Kansas,Kansas State,99,"Memorial StadiumLawrence, Kansas ",,48500,2,2,50000,0.97,0,0,0.0,0.0,0.0,46,32,4,Big-12,0,0,0,13,52,0,1,0,2000-10-07 13:00:00,2000,KS,M,1
West Virginia,Idaho,99,"Mountaineer FieldMorgantown, West Virginia",,41185,3,1,63500,0.648582677,0,0,0.06,0.0,0.0,59,41,99,WAC,1,0,1,28,16,0,0,0,2000-10-07 13:00:00,2000,VA,S,0
Northern Illinois,Central Florida,99,"Huskie StadiumDeKalb, IL",,18148,2,2,31000,0.585419355,0,0,0.0,0.0,0.0,48,26,99,Mid-American,1,0,1,40,20,0,0,0,2000-10-07 13:00:00,2000,IL,M,0
Ole Miss,Arkansas State,99,"VaughtHemingway StadiumOxford, Mississippi",,44042,3,1,50577,0.870791071,0,1,0.0,0.0,0.0,64,43,99,SEC,1,0,1,35,10,0,0,0,2000-10-07 13:00:00,2000,MS,S,0
Memphis,East Carolina,99,"Liberty Bowl Memorial StadiumMemphis, Tennessee",1,23496,3,2,62921,0.373420639,0,0,0.0,0.0,0.0,61,44,99,CUSA,0,0,1,17,10,0,0,0,2000-10-07 14:00:00,2000,TN,S,0
Miami (OH),Ball State,99,"Yager StadiumOxford, Ohio",,16412,3,2,30012,0.5468479270000001,0,0,0.0,0.0,0.0,51,33,99,Mid-American,0,0,0,10,15,0,0,0,2000-10-07 14:00:00,2000,OH,M,0
Wisconsin,Ohio State,24,"Camp Randall StadiumMadison, WI",1,79045,3,2,76129,1.038303406,0,1,0.0,0.0,0.0,46,29,8,Big-10,0,1,0,7,23,0,0,0,2000-10-07 14:30:00,2000,WI,M,1
Notre Dame,Stanford,25,"Notre Dame StadiumSouth Bend, IN ",1,80232,2,2,80232,1.0,0,1,0.0,0.0,0.0,66,44,99,Independent,0,1,1,20,14,0,1,0,2000-10-07 14:30:00,2000,IN,M,0
Iowa State,Nebraska,99,"Jack Trice StadiumAmes, IA",1,50074,4,0,43000,1.164511628,0,0,0.0,0.0,0.0,43,27,1,Big-12,0,0,0,27,49,0,0,0,2000-10-07 14:30:00,2000,IA,M,1
Clemson,NC State,5,"Memorial StadiumClemson, SC ",1,79566,5,0,81473,0.976593473,0,1,0.0,0.0,0.0,78,54,99,ACC,0,1,1,34,27,0,1,0,2000-10-07 15:30:00,2000,SC,S,0
Syracuse,Pittsburgh,99,"Carrier DomeSyracuse, NY ",1,40699,2,2,49550,0.821372351,0,0,0.0,0.0,0.0,54,40,99,Big East,0,0,1,24,17,2,1,0,2000-10-07 16:30:00,2000,NY,N,0
Arkansas,Louisiana Monroe,99,"Razorback StadiumFayetteville, AR",,50947,3,1,50019,1.01855295,0,0,0.0,0.0,0.0,50,28,99,SEC,1,0,1,52,6,0,0,0,2000-10-07 18:00:00,2000,AR,S,0
Southern Miss,South Florida,17,"M. M. Roberts StadiumHattiesburg, Mississippi",,26559,3,1,33000,0.804818182,0,0,0.0,0.0,0.0,70,51,99,CUSA,1,1,1,41,7,0,0,0,2000-10-07 18:00:00,2000,MS,S,0
Northwestern,Purdue,17,"Ryan FieldEvanston, IL",1,41503,5,1,47130,0.880606832,0,0,0.07,0.0,0.0,79,44,21,Big-10,0,1,0,28,41,0,0,0,2000-10-14 11:00:00,2000,IL,M,1
Baylor,Texas A M,99,"Floyd Casey StadiumWaco, Texas ",1,40076,2,3,50000,0.80152,0,0,0.0,0.0,0.0,83,63,99,Big-12,0,0,0,0,24,0,1,0,2000-10-14 11:30:00,2000,TX,S,0
San Diego State,Utah,99,Qualcomm StadiumSan Diego,1,17498,1,4,54000,0.32403703699999997,0,0,0.0,0.0,0.0,74,57,99,MWC,0,0,0,7,21,0,0,0,2000-10-14 12:00:00,2000,CA,W,0
Boston College,Syracuse,99,"Alumni StadiumChestnut Hill, MA ",1,44500,3,2,44500,1.0,0,0,0.0,0.0,0.0,72,48,99,ACC,0,0,1,20,13,0,1,0,2000-10-14 12:00:00,2000,MA,N,0
Michigan State,Wisconsin,99,"Spartan StadiumEast Lansing, MI",1,74863,3,2,72027,1.039374124,1,1,0.01,0.0,0.0,74,48,99,Big-10,0,0,0,10,17,0,0,0,2000-10-14 12:00:00,2000,MI,W,0
Georgia Tech,Wake Forest,99,"Bobby Dodd StadiumAtlanta, Georgia",1,43829,3,2,43719,1.0025160690000001,0,0,0.0,0.0,0.0,78,37,99,ACC,0,0,1,52,20,0,0,0,2000-10-14 12:00:00,2000,GA,S,0
California,UCLA,99,"California Memorial StadiumBerkeley, CA ",,53000,1,4,75028,0.706402943,0,0,0.0,0.0,0.0,70,50,13,Pac-12,0,0,1,46,38,3,1,0,2000-10-14 12:30:00,2000,CA,W,1
USC,Oregon,99,"Los Angeles Memorial ColiseumLos Angeles, CA",1,54031,3,2,92000,0.587293478,0,1,0.0,0.0,0.0,75,54,9,ACC,0,0,0,17,28,0,0,0,2000-10-14 12:30:00,2000,CA,W,1
Illinois,Iowa,99,"Memorial StadiumChampaign, IL",,62639,3,2,70904,0.8834339390000001,0,0,0.44,0.0,0.0,79,55,99,Big-10,0,0,1,31,0,0,0,0,2000-10-14 13:00:00,2000,IL,M,0
UMass,Maine,16,"McGuirk StadiumHadley, MA",,12136,3,2,17000,0.713882353,0,0,0.0,0.0,0.0,75,34,99,FCS,0,1,1,33,10,0,0,0,2000-10-14 13:00:00,2000,MA,N,0
Missouri,Kansas,99,"Faurot FieldColumbia, MO ",,61794,2,3,68174,0.9064159359999999,0,0,0.99,0.0,0.0,77,57,99,Big-12,0,0,0,17,38,0,1,0,2000-10-14 13:00:00,2000,MO,M,0
Colorado,Texas,99,"Folsom FieldBoulder, CO",,52030,1,4,51655,1.007259704,0,0,0.0,0.0,0.0,59,34,25,Big-12,0,0,0,14,28,0,0,0,2000-10-14 13:30:00,2000,CO,W,1
Miami (OH),Bowling Green,99,"Yager StadiumOxford, Ohio",,10987,3,3,30012,0.36608689899999997,0,0,0.0,0.0,0.0,80,38,99,Mid-American,0,0,1,24,10,0,0,0,2000-10-14 14:00:00,2000,OH,M,0
Kansas State,Oklahoma,2,"KSU StadiumManhattan, KS ",1,53011,6,0,50300,1.05389662,0,0,0.02,0.0,0.0,72,50,8,Big-12,0,1,0,31,41,0,1,1,2000-10-14 14:30:00,2000,KS,M,1
Boise State,Eastern Washington,99,"Bronco StadiumBoise, ID",,25493,3,2,30000,0.849766667,0,0,0.02,0.0,0.0,62,45,99,WAC,1,0,1,41,23,0,0,0,2000-10-14 15:00:00,2000,ID,W,0
Oregon State,Stanford,23,"Reser StadiumCorvallis, OR",1,34777,4,1,35362,0.983456818,0,0,0.14,0.0,0.0,64,43,99,ACC,0,1,1,38,6,0,0,0,2000-10-14 15:30:00,2000,OR,W,0
Rutgers,Temple,99,"Rutgers StadiumPiscataway, New Jersey",,16491,2,3,41500,0.397373494,0,0,0.0,0.0,0.0,77,42,99,AAC,0,0,0,14,48,0,0,0,2000-10-14 18:00:00,2000,NJ,N,0
SMU,Fresno State,99,"Cotton BowlDallas, TX",1,8211,0,5,92100,0.089153094,0,0,0.0,0.0,0.0,82,63,99,WAC,0,0,1,24,14,0,0,0,2000-10-14 18:00:00,2000,TX,S,0
Alabama,Ole Miss,99,"BryantDenny StadiumTuscaloosa, AL ",1,83818,2,3,83818,1.0,0,1,0.0,0.0,0.0,83,44,99,SEC,0,0,1,45,7,0,1,0,2000-10-14 18:00:00,2000,AL,S,0
Hawaii,SMU,99,"Aloha StadiumHonolulu, HI",,36635,0,4,50000,0.7327,0,0,0.15,0.0,0.0,87,74,99,WAC,0,0,1,30,15,0,0,0,2000-10-14 18:00:00,2000,HI,O,0
Clemson,Maryland,5,"Memorial StadiumClemson, SC",1,83752,6,0,81473,1.027972457,0,1,0.0,0.0,0.0,79,40,99,ACC,0,1,1,35,14,0,0,0,2000-10-14 18:00:00,2000,SC,S,0
Louisiana Tech,Louisiana Lafayette,99,"Joe Aillet StadiumRuston, Louisiana",,18125,1,5,30600,0.592320261,0,0,0.0,0.0,0.0,82,47,99,WAC,1,0,1,48,14,0,0,0,2000-10-14 18:00:00,2000,LA,S,0
Florida State,Duke,7,"Doak Campbell StadiumTallahassee, FL",1,80280,5,1,80000,1.0035,0,0,0.0,0.0,0.0,81,38,99,ACC,0,1,1,63,14,0,0,0,2000-10-14 19:00:00,2000,FL,S,0
Toledo,Marshall,99,"Glass BowlToledo, OH",1,34900,5,1,26248,1.3296251140000002,0,0,0.0,0.0,0.0,77,52,99,Mid-American,0,0,1,42,0,0,0,0,2000-10-14 19:00:00,2000,OH,M,0
Arizona,Washington State,22,"Arizona StadiumTucson, AZ",1,50350,4,1,56002,0.899075033,0,0,0.0,0.0,0.0,78,54,99,Pac-12,0,1,1,53,47,3,0,0,2000-10-14 19:00:00,2000,AZ,W,0
UCF,Eastern Kentucky,99,"Citrus BowlOrlando, FL",,18908,3,3,65438,0.288945261,0,0,0.0,0.0,0.0,84,63,99,Independent,0,0,1,34,3,0,0,0,2000-10-14 19:30:00,2000,FL,S,0
Wisconsin,Purdue,99,"Camp Randall StadiumMadison, WI",1,79048,4,3,76129,1.0383428129999999,0,1,0.0,0.0,0.0,68,38,17,Big-10,0,0,0,24,30,1,0,0,2000-10-21 11:00:00,2000,WI,M,1
Kansas,Colorado,99,"Memorial StadiumLawrence, Kansas",1,32600,3,3,50000,0.652,0,0,0.0,0.0,0.0,68,54,99,Big-12,0,0,1,23,15,0,0,0,2000-10-21 11:30:00,2000,KS,M,0
West Virginia,Notre Dame,99,"Mountaineer FieldMorgantown, West Virginia",1,64424,4,2,63500,1.0145511809999999,0,0,0.0,0.0,0.0,74,44,20,WAC,1,0,0,28,42,0,0,0,2000-10-21 12:00:00,2000,VA,S,1
Georgia Tech,Duke,99,Bobby Dodd StadiumAtlanta,1,36908,4,2,43719,0.8442096109999999,0,0,0.01,0.0,0.0,77,53,99,ACC,0,0,1,45,10,0,0,0,2000-10-21 12:00:00,2000,GA,S,0
Penn State,Illinois,99,"Beaver StadiumUniversity Park, PA",1,96475,2,5,93967,1.026690221,0,1,0.0,0.0,0.0,70,40,99,Big-10,0,0,1,39,25,0,0,0,2000-10-21 12:00:00,2000,PA,N,0
UMass,American International,15,"McGuirk StadiumHadley, MA",,10627,4,2,17000,0.625117647,0,0,0.0,0.0,0.0,66,31,99,FCS,1,1,1,21,0,0,0,0,2000-10-21 13:00:00,2000,MA,N,0
Nebraska,Baylor,1,"Memorial StadiumLincoln, Nebraska",,77959,6,0,73918,1.054668687,0,1,0.0,0.0,0.0,73,44,99,Big-12,0,1,1,59,0,0,0,0,2000-10-21 13:00:00,2000,NE,W,0
BYU,San Diego State,99,"Cougar StadiumProvo, Utah",1,61194,3,4,65000,0.9414461540000001,0,0,0.2,0.0,0.0,69,47,99,MWC,0,0,0,15,16,0,0,0,2000-10-21 13:00:00,2000,UT,W,0
Buffalo,Ball State,99,"UB StadiumAmherst, New York",,13064,1,5,25013,0.52228841,0,0,0.0,0.0,0.0,68,45,99,Mid-American,0,0,0,35,44,0,0,0,2000-10-21 13:00:00,2000,NY,N,0
Ohio,Central Michigan,99,"Peden StadiumAthens, OH",,20836,4,3,19000,1.096631579,0,0,0.0,0.0,0.0,74,38,99,Mid-American,0,0,1,52,3,0,0,0,2000-10-21 14:00:00,2000,OH,M,0
Iowa State,Texas A M,99,"Jack Trice StadiumAmes, IA",1,48931,5,1,43000,1.137930233,0,0,0.0,0.0,0.0,78,47,99,Big-12,0,0,0,7,30,0,0,0,2000-10-21 14:30:00,2000,IA,M,0
Boise State,North Texas,99,"Bronco StadiumBoise, ID",,22418,4,2,30000,0.747266667,0,0,0.14,0.0,0.0,51,38,99,WAC,0,0,1,59,0,0,0,0,2000-10-21 15:00:00,2000,ID,W,0
Washington,California,9,"Husky StadiumSeattle, WA",1,70113,5,1,72500,0.9670758620000001,0,1,0.0,0.0,0.0,57,43,99,Pac-12,0,1,1,36,24,0,0,0,2000-10-21 15:30:00,2000,WA,W,0
Marshall,Kent State,99,"Marshall University StadiumHuntington, WV",,25646,2,4,38019,0.674557458,0,0,0.0,0.0,0.0,76,34,99,Mid-American,0,0,1,34,12,0,0,0,2000-10-21 15:30:00,2000,WV,S,0
UCLA,Oregon State,23,"Rose BowlPasadena, CA",1,48293,4,2,92542,0.521849539,0,0,0.0,0.0,0.0,71,60,19,Pac-12,0,1,0,38,44,0,0,0,2000-10-21 15:30:00,2000,CA,W,1
UCF,Louisiana Monroe,99,"Citrus BowlOrlando, FL",,25093,4,3,65438,0.383462209,0,0,0.06,0.0,0.0,83,62,99,Independent,0,0,1,55,0,0,0,0,2000-10-21 16:00:00,2000,FL,S,0
Kansas State,Texas Tech,10,"KSU StadiumManhattan, KS",1,51140,6,1,50300,1.016699801,0,0,0.0,0.0,0.0,70,53,99,Big-12,0,1,1,28,23,0,0,0,2000-10-21 18:00:00,2000,KS,M,0
Memphis,Houston,99,"Liberty Bowl Memorial StadiumMemphis, Tennessee",,26662,4,3,62921,0.42373770299999997,0,0,0.0,0.0,0.0,82,44,99,CUSA,0,0,0,30,33,0,0,0,2000-10-21 19:00:00,2000,TN,S,0
Syracuse,Virginia Tech,99,"Carrier DomeSyracuse, NY",1,49033,3,3,49550,0.989566095,0,0,0.0,0.0,0.0,69,40,2,Big East,0,0,0,14,22,0,0,0,2000-10-21 19:00:00,2000,NY,N,1
UTEP,Fresno State,99,"Sun Bowl StadiumEl Paso, Texas",,50085,5,2,51500,0.972524272,1,0,0.03,0.0,0.0,67,56,99,WAC,0,0,1,23,13,0,0,0,2000-10-21 19:05:00,2000,TX,S,0
BYU,Wyoming,99,"Cougar StadiumProvo, Utah",1,56422,3,5,65000,0.8680307690000001,0,0,0.0,0.0,0.0,66,43,99,MWC,0,0,1,19,7,0,0,0,2000-10-26 18:00:00,2000,UT,W,0
Oklahoma,Nebraska,3,"Oklahoma Memorial StadiumNorman, OK  ",1,75989,6,0,72765,1.0443070159999999,0,1,0.53,0.0,0.0,76,59,1,Big-12,0,1,1,31,14,0,1,0,2000-10-28 11:00:00,2000,OK,S,1
Boston College,Rutgers,99,"Alumni StadiumChestnut Hill, MA",1,33565,4,3,44500,0.754269663,0,0,0.0,0.0,0.0,64,52,99,ACC,0,0,1,42,13,0,0,0,2000-10-28 12:00:00,2000,MA,N,0
Northern Illinois,Buffalo,99,"Huskie StadiumDeKalb, IL",1,16586,4,3,31000,0.535032258,0,0,0.0,0.0,0.0,70,42,99,Mid-American,0,0,1,73,10,0,0,0,2000-10-28 12:00:00,2000,IL,M,0
Virginia,North Carolina,99,"Scott StadiumCharlottesville, VA ",1,56692,4,3,61500,0.921821138,0,0,0.0,0.0,0.0,76,58,99,ACC,0,0,1,17,6,0,1,0,2000-10-28 12:00:00,2000,VA,S,0
Michigan State,Illinois,99,"Spartan StadiumEast Lansing, MI",1,73826,3,4,72027,1.024976745,1,1,0.0,0.0,0.0,50,31,99,Big-10,0,0,1,30,10,0,0,0,2000-10-28 12:00:00,2000,MI,W,0
New Mexico,Utah,99,"University StadiumAlbuquerque, NM",1,21366,4,4,31218,0.684412839,0,0,0.55,0.0,0.0,54,42,99,MWC,0,0,1,10,3,0,0,0,2000-10-28 13:00:00,2000,NM,W,0
Kansas,Texas Tech,99,"Memorial StadiumLawrence, Kansas",,26000,4,3,50000,0.52,0,0,0.0,0.0,0.0,69,56,99,Big-12,0,0,0,39,45,0,0,0,2000-10-28 13:00:00,2000,KS,M,0
Ole Miss,UNLV,99,"VaughtHemingway StadiumOxford, Mississippi",,40338,4,2,50577,0.7975562009999999,0,1,0.0,0.0,0.0,84,57,99,SEC,1,0,1,43,40,1,0,0,2000-10-28 13:00:00,2000,MS,S,0
Colorado,Oklahoma State,99,"Folsom FieldBoulder, CO",,49148,1,6,51655,0.95146646,0,0,0.0,0.0,0.0,56,39,99,Big-12,0,0,1,37,21,0,0,0,2000-10-28 13:30:00,2000,CO,W,0
Texas A&M,Kansas State,99,"Kyle FieldCollege Station, TX",1,80659,5,2,80650,1.000111593,0,1,0.0,0.0,0.0,85,68,10,Big-12,0,0,1,26,10,0,0,0,2000-10-28 14:30:00,2000,TX,S,1
Notre Dame,Air Force,19,"Notre Dame StadiumSouth Bend, IN",1,80232,5,2,80232,1.0,0,1,0.0,0.0,0.0,81,55,99,Independent,0,1,1,34,31,1,0,0,2000-10-28 14:30:00,2000,IN,M,0
USC,California,99,"Los Angeles Memorial ColiseumLos Angeles, CA",1,54393,3,4,92000,0.591228261,0,1,0.0,0.0,0.0,67,57,99,ACC,0,0,0,16,28,0,0,0,2000-10-28 15:30:00,2000,CA,W,0
Clemson,Georgia Tech,5,"Memorial StadiumClemson, SC ",1,81734,8,0,81473,1.003203515,0,1,0.0,0.0,0.0,81,56,99,ACC,0,1,0,28,31,0,1,0,2000-10-28 15:30:00,2000,SC,S,0
Arizona,UCLA,24,"Arizona StadiumTucson, AZ",1,45540,5,2,56002,0.813185243,0,0,0.01,0.0,0.0,63,50,99,Pac-12,0,1,0,24,27,0,0,0,2000-10-28 16:00:00,2000,AZ,W,0
Iowa State,Missouri,99,"Jack Trice StadiumAmes, IA ",1,46599,5,2,43000,1.0836976740000002,0,0,0.0,0.0,0.0,57,49,99,Big-12,0,0,1,39,20,0,1,0,2000-10-28 18:00:00,2000,IA,M,0
Hawaii,San Jose State,99,"Aloha StadiumHonolulu, HI",,33855,1,5,50000,0.6771,0,0,0.0,0.0,0.0,84,72,99,WAC,0,0,0,48,57,0,0,0,2000-10-28 18:00:00,2000,HI,O,0
San Diego State,Colorado State,99,Qualcomm StadiumSan Diego,,24852,2,5,54000,0.460222222,0,0,0.17,0.0,0.0,65,57,99,MWC,0,0,0,22,34,0,0,0,2000-10-28 18:00:00,2000,CA,W,0
NC State,Florida State,21,"CarterFinley StadiumRaleigh, North Carolina",1,52384,5,1,51500,1.0171650490000002,1,0,0.0,0.0,0.0,80,50,6,ACC,0,1,0,14,58,0,0,0,2000-10-28 19:00:00,2000,SC,S,1
Oregon State,Washington State,18,"Reser StadiumCorvallis, OR",1,34491,6,1,35362,0.97536904,0,0,0.37,0.0,0.0,58,44,99,ACC,0,1,1,38,9,0,0,0,2000-10-28 19:15:00,2000,OR,W,0
SMU,Rice,99,"Cotton BowlDallas, TX",,16272,1,5,92100,0.17667752399999997,0,0,0.0,0.0,0.0,82,68,99,WAC,0,0,1,27,2,0,0,0,2000-10-30 14:00:00,2000,TX,S,0
Wisconsin,Minnesota,99,"Camp Randall StadiumMadison, WI ",1,79171,5,4,76129,1.039958492,0,1,0.0,0.0,0.0,57,34,99,Big-10,0,0,1,41,20,0,1,0,2000-11-04 11:00:00,2000,WI,M,0
Illinois,Indiana,99,"Memorial StadiumChampaign, IL",1,54283,4,4,70904,0.765584452,0,0,0.0,0.0,0.0,59,35,99,Big-10,0,0,1,42,35,0,0,0,2000-11-04 11:00:00,2000,IL,M,0
Memphis,Tennessee,99,"Liberty Bowl Memorial StadiumMemphis, Tennessee",1,63121,4,4,62921,1.003178589,0,0,0.08,0.0,0.0,75,55,99,CUSA,1,0,0,17,19,0,0,0,2000-11-04 11:00:00,2000,TN,S,0
Kansas State,Iowa State,19,"KSU StadiumManhattan, KS ",1,50114,7,2,50300,0.9963021870000001,0,0,0.0,0.0,0.0,67,32,99,Big-12,0,1,1,56,10,0,1,0,2000-11-04 11:30:00,2000,KS,M,0
UMass,Villanova,22,"McGuirk StadiumHadley, MA",,9124,5,3,17000,0.536705882,0,0,0.0,0.0,0.0,63,38,99,FCS,0,1,1,38,17,0,0,0,2000-11-04 12:00:00,2000,MA,N,0
West Virginia,Syracuse,99,"Mountaineer FieldMorgantown, West Virginia ",1,51422,4,3,63500,0.8097952759999999,0,0,0.0,0.0,0.0,57,44,99,WAC,0,0,0,27,31,0,1,0,2000-11-04 12:00:00,2000,VA,S,0
Boston College,Temple,99,"Alumni StadiumChestnut Hill, MA",1,35333,5,3,44500,0.794,0,0,0.0,0.0,0.0,58,46,99,ACC,0,0,1,31,3,0,0,0,2000-11-04 12:00:00,2000,MA,N,0
Penn State,Iowa,99,"Beaver StadiumUniversity Park, PA",1,95437,4,5,93967,1.01564379,0,1,0.0,0.0,0.0,65,42,99,Big-10,0,0,0,23,26,2,0,0,2000-11-04 12:00:00,2000,PA,N,0
Washington,Arizona,8,"Husky StadiumSeattle, WA",1,70411,7,1,72500,0.971186207,0,1,0.28,0.0,0.0,55,46,99,Pac-12,0,1,1,35,32,0,0,0,2000-11-04 12:30:00,2000,WA,W,0
California,Oregon State,99,"California Memorial StadiumBerkeley, CA",,36000,3,5,75028,0.47982086700000004,0,0,0.0,0.0,0.0,73,49,99,Pac-12,0,0,0,32,38,0,0,0,2000-11-04 12:30:00,2000,CA,W,0
Buffalo,Kent State,99,"UB StadiumAmherst, New York",,7131,1,7,25013,0.285091752,0,0,0.0,0.0,0.0,50,41,99,Mid-American,0,0,1,20,17,1,0,0,2000-11-04 13:00:00,2000,NY,N,0
Missouri,Colorado,99,"Faurot FieldColumbia, MO",,50567,2,6,68174,0.741734386,0,0,0.0,0.0,0.0,61,40,99,Big-12,0,0,0,18,28,0,0,0,2000-11-04 13:00:00,2000,MO,M,0
Baylor,Oklahoma,99,"Floyd Casey StadiumWaco, Texas",,31106,2,6,50000,0.62212,0,0,0.02,0.0,0.0,67,64,1,Big-12,0,0,0,7,56,0,0,0,2000-11-04 13:00:00,2000,TX,S,1
Northern Illinois,Toledo,99,"Huskie StadiumDeKalb, IL",,13354,5,3,31000,0.430774194,0,0,0.0,0.0,0.0,56,30,99,Mid-American,0,0,0,24,38,0,0,0,2000-11-04 13:00:00,2000,IL,M,0
New Mexico,San Diego State,99,"University StadiumAlbuquerque, NM",1,21007,5,4,31218,0.672913063,0,0,0.32,0.0,0.0,52,38,99,MWC,0,0,0,16,17,0,0,0,2000-11-04 14:00:00,2000,NM,W,0
Miami (OH),Ohio,99,"Yager StadiumOxford, Ohio",1,20941,4,4,30012,0.6977542320000001,0,0,0.0,0.0,0.0,59,34,99,Mid-American,0,0,1,27,24,0,0,0,2000-11-04 14:00:00,2000,OH,M,0
Arkansas,Ole Miss,99,"Razorback StadiumFayetteville, AR ",,49647,4,3,50019,0.9925628259999999,0,0,0.11,0.0,0.0,55,49,99,SEC,0,0,0,24,38,0,1,0,2000-11-04 14:00:00,2000,AR,S,0
Southern Miss,Louisville,13,"M. M. Roberts StadiumHattiesburg, Mississippi",1,31667,6,1,33000,0.9596060609999999,0,0,0.28,0.0,0.0,81,58,99,CUSA,0,1,0,28,49,0,0,0,2000-11-04 14:30:00,2000,MS,S,0
Northwestern,Michigan,21,"Ryan FieldEvanston, IL",1,47130,6,2,47130,1.0,0,0,0.0,0.0,0.0,59,28,12,Big-10,0,1,1,54,51,0,0,0,2000-11-04 14:30:00,2000,IL,M,1
Nebraska,Kansas,5,"Memorial StadiumLincoln, Nebraska",1,78096,7,1,73918,1.056522092,0,1,0.0,0.0,0.0,63,40,99,Big-12,0,1,1,56,17,0,0,0,2000-11-04 14:30:00,2000,NE,W,0
UCLA,Stanford,99,"Rose BowlPasadena, CA",1,64039,5,3,92542,0.691999308,0,0,0.0,0.0,0.0,77,51,99,Pac-12,0,0,1,37,35,0,0,0,2000-11-04 15:30:00,2000,CA,W,0
Louisiana Tech,UCF,99,"Joe Aillet StadiumRuston, Louisiana",,12532,2,7,30600,0.409542484,0,0,1.07,0.0,0.0,67,62,99,WAC,1,0,0,16,20,0,0,0,2000-11-04 18:00:00,2000,LA,S,0
